Customer_ID,Name,Age,SSN,Occupation,Annual_Income,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Total_EMI_per_month
CUS_0x8dfe,Kellyx,43,055-37-6531,Teacher,115379.64,6,4,9,0.0,Standard,364.66,0.0
CUS_0x67e4,Vidya Ranganathanb,28,295-57-0333,Media_Manager,50493.8,4,4,12,4.0,Standard,1453.63,201.7436564283949
CUS_0x7044,Nickc,26,374-75-3841,Media_Manager,59505.12,5,7,17,6.0,Standard,1491.91,71.90689734754442
CUS_0x872e,LaCaprat,36,813-58-4393,Doctor,56169.54,5,7,9,8.0,Standard,1951.58,49.32529770209664
CUS_0x60aa,Semerarov,37,812-89-6483,Lawyer,8058.875,9,10,30,10.0,Bad,1266.82,25.12994947522796
CUS_0x3fdf,Martin Santah,37,602-65-7715,Developer,8475.375_,10,7,29,9.0,Bad,4399.81,48.47441488517351
CUS_0x9a4f,Lisa Richwinen,29,509-08-5237,Entrepreneur,93363.45,1013,7,15,4.0,Standard,352.86,199.1752875163028
CUS_0x9836,N.k,26,079-48-0859,Scientist,26013.73,7,6,5,1.0,Standard,515.55,59.21204297331721
CUS_0x5eec,Sophie Sassardr,48,481-18-2270,Mechanic,97609.35_,5,3,11,0.0,Standard,573.35,50.34328464034621
CUS_0xc258,Navachs,24,921-61-1717,Teacher,100713.72,3,6,5427,4.0,Standard,138.92,325.1832678664092
CUS_0x9976,Hetznerd,23,933-45-8852,Lawyer,31182.38,10,7,33,9.0,Standard,2525.66,181.57283440723816
CUS_0xb645,Michaele,37,331-75-9263,Engineer,55071.72,6,3,20,4.0,Standard,224.35,157.69143055491742
CUS_0x5bad,Steve Slatero,49,358-46-9187,Lawyer,36535.57,5,3,9,0.0,Good,557.68,78.36932850718523
CUS_0x5b2f,arry Moodyq,41,676-86-4432,Engineer,15957.41,8,5,7,4.0,Standard,1269.87,25.048554363131267
CUS_0x8bdf,Kylei,45,676-82-0055,Musician,9857.29,5,5,20,1.0,Standard,85.92,16.171593046259712
CUS_0xbd4a,Brx,32,309-78-0181,Entrepreneur,112990.08,8,4,9,4.0,Standard,992.89,360.3414703285484
CUS_0x2c3e,Holly,33,803-62-3706,Lawyer,12426.29,5,4,13,10.0,Standard,1399.81,18.801898458304382
CUS_0x9f55,Foos,20,507-29-6608,Lawyer,14774.495_,3,6,16,3.0,Standard,370.12,8.373850111729508
CUS_0x785,Patricia Duarten,43,949-02-1723,Media_Manager,100536.2,3,4,14,3.0,Standard,412.77,224.88405012184813
CUS_0x6fff,Nivedita Bhattacharjeez,21,738-16-5399,Scientist,43925.88,1,3,7,0.0,Good,107.51,0.0
CUS_0xbb9a,Peterd,27,798-84-4509,Lawyer,20434.595,5,1,2,2.0,Good,271.51,0.0
CUS_0x5978,Dan Levineb,34,763-74-8586,Doctor,8170.725,7,5,20,11.0,Bad,2373.8,17.28840448083471
CUS_0x4bcf,Maloned,46,739-73-1176,Engineer,42024.21,1,3,8,1.0,Good,143.12,34.61643153960774
CUS_0x3b46,Paulu,37,031-66-3945,Doctor,119005.6,5,4,10,1.0,Standard,1248.07,0.0
CUS_0x6bda,Ryan Vlastelicat,33,928-87-1423,Scientist,42515.6,3,4,11,2.0,Good,629.75,103.30266461600232
CUS_0xcfc,Catherine Bosleyz,31,555-99-1654,Engineer,15330.305,4,106,5,4.0,Good,672.49,46.38894479341669
CUS_0xc0af,Michael Martinaj,32,723-06-5026,Developer,14126.68,9,9,26,9.0,Standard,1673.64,47.04210762304478
CUS_0xb6e7,Kevini,26,722-98-5151,Engineer,15135.3,9,7,18,11.0,Bad,3668.84,74.6184139021959
CUS_0x51fe,C.i,44,871-93-0711,Developer,31752.1,2,7,6,1.0,Good,146.2,42.94392196117229
CUS_0x54b3,Kristent,43,438-82-2211,Scientist,53146.47,9,8,18,440.0,Bad,2202.35,243.8100460797545
CUS_0x48a6,Paola Arosiod,34,437-08-1423,Architect,14691.485,3,4,10,1.0,Good,196.65,81174.0
CUS_0x5dd3,Carolinek,18,715-18-8451,Architect,41188.92,2,6,3,1.0,Good,521.11,133.14757389070834
CUS_0x1f36,Ingramj,25,263-16-8350,Scientist,33455.64,8,7,33,10.0,Bad,4807.65,217.73425755025383
CUS_0xb9c9,Lucianab,19,375-46-0915,Architect,19575.89,5,10,16,6.0,Standard,2394.38,54.09079591393567
CUS_0x867a,Weirf,32,061-69-2674,Entrepreneur,80394.72,9,7,34,6.0,Bad,2803.03,250.0544591341021
CUS_0x666b,Herbst-Baylissq,43,949-63-3125,Media_Manager,20159.39,10,7,16,11.0,Bad,3604.92,80.4778638979106
CUS_0x3a86,Lisau,43,491-96-7774,Manager,61955.81999999999,8,6,29,11.0,Standard,1381.96,171.936935873111
CUS_0x8a9c,Garciak,47,203-00-8741,Accountant,148570.8,5,2,8,1.0,Good,147.27,420.47681417539934
CUS_0x7ea0,Timothyr,27,944-28-2927,Musician,20273.53,3,5,15,6.0,Standard,1278.4,40.67137268310915
CUS_0x8990,Nate Raymondu,53,284-65-3957,Journalist,43220.64,2,5,12,1.0,Good,1292.16,26.47911048309039
CUS_0x7f70,Stephenx,53,878-29-0780,Journalist,49962.42,7,7,15,4.0,Standard,1175.81,67.46103412055444
CUS_0x9122,Stanley Whitei,36,975-98-6988,Engineer,19773.56,4,3,19,4.0,Standard,1019.48,10.358306585414844
CUS_0x9762,Cyril Altmeyere,53,369-44-6475,Writer,35664.72,5,5,3,3.0,Good,724.12,15.548043475348086
CUS_0x344a,Philip Blenkinsopw,39,869-92-2559,Teacher,14210.27,9,6,19,10.0,Bad,4975.63,51.07600842531948
CUS_0x3554,Lynchy,36,109-59-0887,Manager,10112.045_,4,852,91,2.0,Standard,49.62,6.833745137805799
CUS_0x4fee,Salioux,25,791-20-6533,Musician,33101.56_,6,10,1191,7.0,Bad,1507.49,85.50478750142938
CUS_0x5087,Jonathana,32,898-20-2778,Manager,46297.44,7,8,26,12.0,Bad,4745.81,210.12236347511512
CUS_0x36d3,Ronald Groverz,34,806-65-8621,Teacher,108361.32,7,5,10,1.0,Standard,402.23,194.5740888802765
CUS_0x81d6,Dianea,27,359-78-1565,Developer,34762.98,8,8,15,7.0,Bad,3069.01,131.56411721573087
CUS_0x6ae2,Kyleq,35,875-53-5736,Writer,37579.75,3,1,5,2.0,Good,865.97,0.0
CUS_0x2342,Youngd,46,568-57-8267,Writer,22961.35,8,6,18,1.0,Standard,1253.93,22.553206956538048
CUS_0x235a,Guttermang,22,830-22-8518,Architect,33911.02_,3,5,14,6.0,Standard,459.16,23.70133848955088
CUS_0x41ee,Alice Baghdjianq,21,439-38-8702,Entrepreneur,56668.5,4,8,28,12.0,Standard,1627.25,82.49753192325132
CUS_0x85f1,Danubratau,31,734-98-5113,Teacher,45109.52,6,6,1,0.0,Standard,651.79,93.56115936078731
CUS_0x9340,Tim Castlet,21,310-19-8594,Musician,126262.12,7,7,16,2.0,Standard,447.52,284.57123503926204
CUS_0x94ef,Gernot Hellero,37,604-49-3106,Teacher,15950.43_,9,10,22,8.0,Bad,2708.73,42.56064524898514
CUS_0x15b4,Virkid,22,648-00-4817,Musician,106168.77,0,4,9,2.0,Good,525.82,191.44880586599075
CUS_0xc26a,Luke Bakerr,39,031-93-1916,Mechanic,37080.88,7,7,29,7.0,Bad,3004.98,222.0722164981464
CUS_0x80ce,Nishantx,49,635-01-2991,Engineer,31653.01,2,6,9,3.0,Good,1250.9,27.111028823126933
CUS_0x41eb,Lianaa,31,901-83-8493,Journalist,65498.88,9,7,34,6.0,Bad,3667.71,275.7159412975025
CUS_0x84cc,Pedrol,33,241-89-4857,Writer,38364.56,7,10,26,9.0,Standard,2661.65,118.10090284893124
CUS_0x2bf6,Jed Horowitzt,37,087-74-0376,Scientist,59319.42,5,4,13,7.0,Standard,2569.72,207.84962257487905
CUS_0x5fc6,Lynchw,33,073-43-7459,Media_Manager,114004.84,5,7,8,7.0,Standard,1051.3,228.87152028402767
CUS_0x8d04,Richardg,40,991-06-7515,Musician,53152.0,3,6,9,4.0,Standard,153.23,127.70629782176292
CUS_0x7011,Rodrigoi,26,958-60-8128,Teacher,16945.21_,7,7,17,6.0,Bad,1286.12,27.211883562539214
CUS_0x2f86,Edward Tayloru,26,974-87-0253,Teacher,7569.055,6,9,30,11.0,Bad,2691.71,7.180053892226407
CUS_0x75f2,Deepap,30,214-89-1579,Teacher,44982.74,4,2,11,3.0,Good,388.78,72.30835791826603
CUS_0x7a8e,Wanfeng Zhoug,44,113-27-5219,Lawyer,42311.16,5,6,11,3.0,Standard,438.23,24.883031695806896
CUS_0x4394,Lez,27,562-18-2327,Scientist,16974.83,3,6,14,8.0,Standard,1426.88,54.635904118269146
CUS_0x2f7d,Lawderu,51,806-04-3537,Scientist,90960.56,3,7,15,0.0,Standard,836.37,299.6585696335902
CUS_0x1920,Robertp,41,350-32-7099,Scientist,20328.25,5,4,16,5.0,Standard,1025.98,0.0
CUS_0x4ebf,ewichn,44,372-76-7434,Journalist,63382.56,10,9,24,9.0,Standard,2441.01,353.02979834622147
CUS_0x438d,Kimf,19,781-87-1917,Media_Manager,108782.52,5,7,5,4.0,Standard,858.29,0.0
CUS_0xc265,Grahams,47,066-65-8508,Musician,30564.65,4,4,2,0.0,Good,504.93,16.69408058574432
CUS_0x4ee9,Dayw,21,603-95-6149,Media_Manager,35329.84,4,2,6,3.0,Good,898.38,15.141196792498976
CUS_0x98ed,Tracym,31,219-01-8357,Journalist,22229.06,6,4,5,7.0,Standard,1396.14,52.13847388638949
CUS_0x4f3b,Karen Freifeldi,51,360-58-3081,Accountant,44551.13,0,5,2,0.0,Good,945.42,127.7597211115488
CUS_0x966b,Anau,38,941-68-5443,Scientist,32955.92,6,6,8,1.0,Standard,315.72,29.865025125226644
CUS_0x5cac,Richardv,24,440-50-2913,Mechanic,19070.065,3,5,11,3.0,Good,801.19,35.00184715521044
CUS_0xc29e,Dhanyai,45,467-13-5970,Accountant,28566.01,6,6,15,8.0,Standard,479.65,72.54576042852194
CUS_0x22b9,David Millikenu,45,444-45-1931,Lawyer,9856.98,6,5,23,10.0,Standard,1455.73,28.41082376206376
CUS_0x525f,Rochal,36,085-73-3755,Teacher,62953.95,7,8,15,6.0,Bad,2829.92,314.4895722395113
CUS_0x6ba,Richard Leongu,24,669-57-9425,Developer,58162.12,8,4,13,4.0,Standard,1301.9,60.10999657855808
CUS_0x895d,Soyoung Kimg,31,850-31-2772,Writer,30638.93,5,6,16,1.0,Standard,1472.21,74.63292376810368
CUS_0x6ee0,Skariachanf,29,352-17-4274,Accountant,8333.545,3,4,20,7.0,Standard,1850.44,37.84543765918711
CUS_0xa55e,Deepa Seetharamanx,45,557-73-9968,Architect,132314.44,1,3,11,3.0,Good,39.53,363.87358063717767
CUS_0xbb85,Daniel Flynnx,41,574-70-6565,Scientist,93196.41,8,7,15,2.0,Standard,834.68,297.04788950183325
CUS_0x821,Dixont,46,420-43-8481,Writer,119885.44,3,3,20,4.0,Standard,538.53,62.59991814325539
CUS_0xa290,Richard Cowanb,50,498-02-5560,Media_Manager,102940.53,6,6,10,1.0,Standard,185.84,196.02019937498343
CUS_0x737a,Toml,28,643-54-4901,Engineer,142277.72,3,4,6,3.0,Good,324.6,0.0
CUS_0x77b6,Philo,38,032-39-0193,Manager,39994.31,5,3,7,2.0,Good,651.27,0.0
CUS_0x93f4,Guptao,37,586-25-7492,Teacher,16580.73,10,7,22,10.0,Bad,3019.98,81.71606948450565
CUS_0x9275,Deepa Seetharamanl,23,143-85-0520,Developer,30370.09,1,4,8,0.0,Good,1333.93,0.0
CUS_0x7a51,George Georgiopoulosd,37,098-81-6499,Writer,19740.04,4,6,4,1.0,Good,1149.82,26.49477978756625
CUS_0xc12f,Jim Christiem,36,090-99-2550,Entrepreneur,131165.24,2,7,11,0.0,Good,124.81,244.9845942305283
CUS_0x88e5,Poornima Guptav,24,680-32-0710,Accountant,112882.68,5,1,10,0.0,Good,722.9,353.61612403491654
CUS_0x5121,Steve Slatera,43,730-95-1822,Writer,98112.03,2,5,4,0.0,Good,579.47,197.32205198730455
CUS_0xa394,Niveditat,32,364-16-0033,Engineer,19487.775,4,5,1,1.0,Good,246.83,24.70283283950723
CUS_0xa279,Miedemac,36,845-19-4481,Developer,27113.76,7,3,8,7.0,Standard,834.43,97.89329113184694
CUS_0x1638,Langeu,27,419-04-0207,Lawyer,32370.6,7,10,32,11.0,Bad,3293.91,74.73802677777601
CUS_0x1bc4,asil Katzg,49,179-87-9194,Lawyer,31638.5,7,3,14,0.0,Standard,607.9,58.18502472275743
CUS_0x603a,Peter Maushageng,33,042-56-4117,Doctor,19123.56,6,6,863,12.0,Bad,3080.03,60.76803719569369
CUS_0xa84d,Peter Griffithso,41,814-82-9218,Teacher,115810.56,3,5,10,1.0,Good,1257.75,0.0
CUS_0x6b6e,Gregq,38,055-52-3236,Scientist,19815.44,7,10,19,6.0,Bad,3501.44,66.55775453410168
CUS_0x8870,inig,41,549-65-3683,Manager,122426.2,4,4,2,2169.0,Good,1155.39,76.28353860783659
CUS_0x501c,Basesx,32,918-33-6747,Lawyer,16383.26,6,4,10,5.0,Standard,1571.79,39.58324240818486
CUS_0x69df,Noriyuki Hiratam,32,191-88-3581,Scientist,35229.28,9,6,34,12.0,Bad,3517.97,165.7731880487546
CUS_0xb22f,Prashantr,24,415-57-3149,Writer,34566.0,1,5,2,3.0,Good,1148.57,50.812743103816345
CUS_0x98c2,Stampp,36,457-88-9588,Developer,48646.5,4,7,7,3.0,Standard,723.55,0.0
CUS_0x17c5,Ayesha Rascoek,42,676-90-9901,Engineer,42265.53,7,5,32,8.0,Standard,2107.97,112.3939020331934
CUS_0x9416,Bullj,30,757-14-4155,Writer,20479.75,6,6,28,11.0,Bad,2911.37,91.05178658503132
CUS_0x845d,Aubinx,46,694-27-8258,Accountant,23550326.0,1,6,6,1.0,Good,1204.17,0.0
CUS_0x3806,Lucianaj,43,193-16-3893,Architect,8381.195,8,5,30,6.0,Bad,3791.41,38.66112650734119
CUS_0x7033,Siegf,27,752-31-2282,Journalist,44657.68,4,3,2,0.0,Good,1325.96,88.80144045341196
CUS_0x581b,Camposi,22,919-59-4971,Media_Manager,12860.695,4,7,5,4.0,Good,809.86,8.32457870219988
CUS_0x5234,John McCrankf,55,072-13-6258,Manager,107193.88,6,5,10,2.0,Good,230.13,258.9596231523425
CUS_0x919a,Kiharar,18,955-69-8416,Doctor,25994.56,5,5,3570,2.0,Good,1182.14,21.384872555945844
CUS_0x61c6,Suvashreel,29,432-36-1459,Musician,125456.44,5,6,5,4.0,Standard,558.93,188.27168362422816
CUS_0x14b9,Silvia Aloisit,30,035-83-1012,Architect,30383.36,3,7,14,1.0,Standard,527.91,60.817247431359455
CUS_0x6cec,Chris Gallagheri,19,208-12-1974,Writer,78208.96,8,5,9,5.0,Standard,1419.42,184.3775922082677
CUS_0x3551,Sarahy,19,162-44-5518,Mechanic,19797.56,8,7,31,6.0,Bad,1793.37,22.44875876451056
CUS_0xc48d,Soyoungm,38,525-99-8031,Writer,32579.0,7,6,11,6.0,Standard,237.52,86.82194247198542
CUS_0x932,Diane Bartzy,35,417-95-0656,Writer,75306.68,2,4,6,2.0,Good,103.22,158.607402385934
CUS_0x63af,Barkine,24,368-67-4929,Lawyer,91019.19,8,3,9,4.0,Standard,447.18,40.10478563991012
CUS_0xc2dd,Barbashk,21,813-68-9184,Architect,25433.4,4,4,16,3.0,Standard,939.62,0.0
CUS_0x4972,Dhanyax,21,148-03-8586,Accountant,18738.44,10,6,20,7.0,Bad,2748.17,136.2930223861058
CUS_0x2d76,Martinnee,50,035-96-6628,Accountant,48615.22,4,7,15,4.0,Standard,1235.05,135.35743365490544
CUS_0x347b,Doug Palmerb,29,812-16-1638,Engineer,17816.79,6,5,31,7.0,Bad,1793.04,54.01042940644318
CUS_0x55b3,Zar,29,505-50-3068,Journalist,19606.68,5,3,31,9.0,Standard,1812.46,36.64201316249444
CUS_0xb59e,"OBoyle""v",30,441-33-4436,Lawyer,23317.74,4,5,12,0.0,Good,387.02,32.033127425141274
CUS_0xbcdd,Ryanr,43,551-45-1558,Entrepreneur,17286.51,3,3,17,3.0,Standard,757.38,12.24112015720511
CUS_0xf84,Rachel Wolcotte,34,618-81-3518,Lawyer,17260.57,3,3,18,11.0,Standard,1496.49,87.8714748095783
CUS_0x67ec,Deepav,42,639-39-0670,Architect,77245.47,3,6,18,5.0,Standard,1251.67,119.4671640720801
CUS_0x8b78,Hoekstray,54,267-33-6948,Writer,80027.68,3,1,2,4.0,Good,21.75,204.15404817259187
CUS_0x8823,a Coopert,54,220-68-1404,Musician,94639.11,3,4,16,0.0,Standard,680.76,194.60111259094947
CUS_0x5aa7,Manuelak,46,443-67-6181,Journalist,21252.83,4,5,9,2.0,Good,261.57,32.270224908566554
CUS_0x2778,Vlastelicav,40,531-52-1668,Developer,59453.48,9,6,32,9.0,Bad,3280.67,53966.0
CUS_0x8786,Jessica Toonkelq,39,012-61-9198,Scientist,77095.8,9,8,20,10.0,Bad,3106.52,333.7979570634438
CUS_0xc6c3,Stuart Grudgingst,22,632-85-4331,Accountant,43729.32,8,5,32,9.0,Bad,1655.37,233.685731830258
CUS_0xba2a,Sagarika Jaisinghaniu,42,832-73-8880,Journalist,33208.01,0,7,9,5.0,Good,407.86,75.66027410643706
CUS_0xb61a,Babingtonf,44,993-89-4367,Writer,82934.76,7,9,20,13.0,Bad,3519.93,266.15581401756333
CUS_0x7392,Saraha,56,535-21-2576,Journalist,31226.77,5,7,11,3.0,Good,1426.06,0.0
CUS_0x21c1,Roumeliotisf,52,233-84-3507,Architect,107280.66,5,1007,10,1.0,Standard,1028.07,51.47637440167993
CUS_0x7699,Miyoungx,22,152-69-5817,Developer,157299.48,3,6,8,2.0,Good,651.07,0.0
CUS_0x508c,Wahbap,48,212-99-0909,Engineer,28420.92,2,5,4,3.0,Good,433.44,86.15357285433218
CUS_0xba01,Muhammad Subarkahy,40,685-80-6053,Musician,17844.81,6,5,23,7.0,Bad,3962.26,54.95751568179575
CUS_0xc1d7,Karen Jacobsj,24,905-30-7439,Musician,152947.12,1,3,2,3.0,Good,1227.12,75.19482962580264
CUS_0x6b4d,Kirstenx,36,901-60-2835,Media_Manager,47458.54,3,3,8,6.0,Standard,566.05,127.72864752411192
CUS_0x679e,McCrankm,18,733-65-8835,Teacher,29258.69,7,7,12,7.0,Standard,1285.35,164.08147131066943
CUS_0xdf5,Sarahy,19,780-69-0619,Doctor,21153.98,6,574,8,0.0,Standard,951.68,30.947775108343237
CUS_0x4056,Frankelb,45,077-34-1491,Developer,71842.8,3,7,12,4.0,Standard,39.31,65.27357156843968
CUS_0x6a27,Steve Jamesn,23,607-78-8122,Architect,19890.14,3,6,13,6.0,Standard,98.81,25.42711832485124
CUS_0x4c64,Anna Drivero,51,574-11-4911,Teacher,39057.08,0,5,10,4.0,Good,359.21,108.119675213198
CUS_0xaabb,Matte,43,432-34-3192,Teacher,8265.3,7,10,18,10.0,Standard,2256.44,35.49897006881928
CUS_0x3b4f,Aditir,25,090-15-8892,Manager,17965.72,7,8,32,10.0,Standard,2654.64,17.059152446236727
CUS_0x421d,Wilchinsv,21,026-17-5849,Engineer,49675.38,9,6,22,8.0,Standard,2665.67,57.52334544589755
CUS_0x2881,Alex Lawlerc,26,917-87-8940,Accountant,41360.3,3,7,12,0.0,Good,254.29,33.64768787321608
CUS_0x1aaf,Swatiu,24,750-26-4712,Engineer,42474.48,8,5,29,7.0,Standard,2637.96,44.469658421379386
CUS_0x61ba,Ilainap,37,778-88-8851,Entrepreneur,71111.1,8,6,14,4.0,Standard,1085.48,80.10439038473234
CUS_0xbfb5,Hughesl,44,338-98-2471,Accountant,92561.2,8,3,15,3.0,Standard,267.55,189.3057443706347
CUS_0x6dd3,Robinw,53,111-44-1332,Scientist,26693.06,7,5,6,1.0,Standard,592.33,53.254642829701226
CUS_0x9e43,LaCaprak,18,384-48-7123,Accountant,16310.84_,7,6,8,3.0,Standard,217.4,35.569760240023385
CUS_0x6420,Lasho,31,313-22-4562,Teacher,19077.25,10,8,28,11.0,Bad,3851.38,55.95887167989826
CUS_0x3f75,Nigelr,54,841-56-7167,Media_Manager,5762744.0,1,3,1,4.0,Good,151.29,54.99993830630629
CUS_0xb001,Alister Bulla,36,130-15-7471,Scientist,148729.12,2,5,2,0.0,Good,130.56,198.49637697419288
CUS_0x82b6,Stempelx,31,883-00-8749,Scientist,58765.53,6,6,27,9.0,Bad,1975.55,178.63692441037475
CUS_0x23b9,Moodyd,41,671-79-4575,Lawyer,22125.96,2,4,12,2.0,Good,828.16,66.21011430402332
CUS_0x25e3,Hirschlerz,30,177-35-0873,Journalist,75354.48,8,10,31,7.0,Bad,2697.9,349.8449420802257
CUS_0x663d,Onstadi,41,320-70-8885,Writer,60106.11,6,9,32,12.0,Standard,1462.16,102.24267854871673
CUS_0x6f11,Oliviaj,26,881-68-5762,Developer,30815.44,5,5,9,4.0,Standard,1413.42,56.177028533959046
CUS_0x30f8,Jonathany,49,894-72-5781,Writer,35139.27,1,5,8,2.0,Good,978.09,76.8575899551512
CUS_0xfac,Gregv,32,058-63-9425,Manager,20908.12,5,3,14,2.0,Standard,1461.03,53.73700661586329
CUS_0x1c65,Kubotay,24,238-12-2167,Media_Manager,90783.75_,4,3,3,2.0,Good,54.93,0.0
CUS_0xc4dd,Matthias Blamonts,29,037-87-8652,Musician,17943.38,8,10,22,9.0,Standard,1961.87,20.609335246445927
CUS_0x5a8b,en Berkowitzh,39,127-28-6453,Teacher,41771.88,3,6,22,4.0,Standard,2236.0,58.64897434147301
CUS_0x23a4,Ronald Groverj,42,381-82-1832,Lawyer,53876.88,8,7,19,10.0,Standard,1341.25,168.70970757634092
CUS_0x7e76,Emmanuel Olaoyec,37,650-77-3931,Teacher,87629.70000000001,5,6,17,1.0,Standard,526.26,178.48281365014756
CUS_0xc48b,Koh Guig,24,646-19-1536,Entrepreneur,14539.01,8,8,18,8.0,Bad,2685.69,49.320873451611824
CUS_0x265a,Piersonf,41,475-48-0414,Doctor,56270.46,6,3,16,8.0,Standard,1570.56,79.63089870659877
CUS_0x715e,Langeg,18,474-39-3036,Musician,17560.74,10,6,15,7.0,Bad,2307.3,35.13564075311549
CUS_0x9a93,John Ruwitcha,54,803-10-0905,Journalist,30412.85,3,4,14,1.0,Standard,1220.51,0.0
CUS_0xa570,David Stanwaym,34,772-62-5695,Writer,9999.42,8,6,14,2.0,Standard,153.12,21.635164004583
CUS_0x4fc1,Melindad,51,945-39-2972,Writer,133424.52,4,5,8,0.0,Good,523.83,0.0
CUS_0xb57b,Joseph Axp,46,891-87-0301,Accountant,22407.57,8,3,13,4.0,Standard,359.41,9.406579837637915
CUS_0x78a7,Lynchf,51,561-74-1832,Lawyer,140357.32,5,7,11,3.0,Standard,990.03,0.0
CUS_0x4340,Tomw,20,568-75-9435,Teacher,66061.04,6,5,22,12.0,Bad,1801.38,100.80218631330352
CUS_0x6568,How,27,956-80-0633,Lawyer,38493.68,4,4,15,4.0,Standard,2489.75,36.46477122499322
CUS_0x1c9c,Dougq,27,564-26-6994,Musician,64425.78_,1,3,8,1.0,Good,711.1,165.5650526321974
CUS_0x980b,Tanyaf,35,331-56-3918,Doctor,147048.8,0,1,10,1.0,Good,1205.32,77.93148847056737
CUS_0x3c51,Lesleyd,51,455-21-1131,Media_Manager,21662.395_,3,5,1,1.0,Good,646.77,12.84127201578875
CUS_0x2f38,Tonya,19,520-31-3047,Teacher,125854.12,6,4,12,6.0,Standard,1278.59,171.77275815281132
CUS_0x1236,Felsenthalq,24,144-88-9752,Scientist,28352.24_,4,4,7,0.0,Good,1085.7,38159.0
CUS_0x6590,Hurleyz,38,059-11-3992,Mechanic,33002.23,5,2,1,3.0,Good,1369.63,42.19644172792261
CUS_0x2301,Katyaj,44,206-55-6571,Doctor,27597.71,6,4,13,4.0,Standard,1353.48,18.34064320580948
CUS_0x2bfb,ernieh,24,627-00-9103,Engineer,15875.55,6,7,18,8.0,Standard,2465.73,89.76562703101408
CUS_0x6db3,Alan Wheatleyr,33,588-36-6834,Lawyer,19667.73,10,9,19,7.0,Bad,4526.89,45402.0
CUS_0x9f6c,Alexeih,24,765-21-4223,Accountant,38049.96,7,8,28,7.0,Bad,3143.12,175.1553164754795
CUS_0x4b5e,Joez,26,272-77-3454,Scientist,85721.81999999999,4,3,8,4.0,Good,1149.07,0.0
CUS_0x987d,Argin Changy,27,235-10-4940,Musician,21060.63,5,6,20,2.0,Standard,1072.32,42.825854360812784
CUS_0x2bf3,Suen,46,491-94-9987,Scientist,122658.64,8,3,14,2.0,Standard,210.65,155.41014066011132
CUS_0xb7f7,Robiny,23,447-43-3640,Teacher,66250.64,8,6,18,8.0,Standard,2073.32,249.1620826334104
CUS_0x45cc,Jonesu,39,687-09-1058,Entrepreneur,15251.19,6,6,2970,7.0,Standard,1889.3,43.745760374483176
CUS_0x50e1,Rodrigoc,38,894-78-9681,Scientist,16046.49,5,7,22,10.0,Standard,2297.22,79.73982827674185
CUS_0x2059,Am ay,48,681-85-9527,Journalist,121503.72,4,6,3,1.0,Good,128.68,189.11931899522983
CUS_0x4c09,Edward Taylorh,32,271-16-7396,Mechanic,128501.8,2,7,7,0.0,Good,833.92,175.3479404048245
CUS_0x3a50,Jennifera,35,961-89-2245,Entrepreneur,8308.13_,10,9,20,8.0,Standard,2683.29,27.600324153441377
CUS_0xd20,Jeffsv,21,273-87-4456,Journalist,25527.32,3,5,6,3.0,Standard,906.11,0.0
CUS_0xa936,Taroj,20,217-12-4152,Writer,131488.44,7,7,4,4.0,Good,1024.09,203.09172474687256
CUS_0xb888,Frank Jackb,37,922-43-4216,Engineer,10189.235,7,3,25,7.0,Standard,1381.87,33.10397923774184
CUS_0x9684,Pa,38,169-39-0733,Developer,15108.07,6,10,31,12.0,Bad,3650.33,51.17896890976082
CUS_0x12ec,Guptax,41,836-23-7353,Scientist,45675.0,8,5,28,8.0,Standard,1771.8,134.27025580809507
CUS_0x2646,ewich Billk,45,261-90-8736,Journalist,7807.285,4,6,13,4.0,Standard,692.63,7.771075085382389
CUS_0xc734,Koh Guia,38,946-82-3382,Media_Manager,27305.93,3,4,19,6.0,Standard,454.4,0.0
CUS_0x3d76,B.c,29,479-80-1683,Journalist,25145.36,3,3,18,0.0,Standard,904.83,31.28002923905184
CUS_0x7180,Lorraine Turneru,20,729-89-1122,Accountant,8373.24,6,8,27,9.0,Bad,3625.47,29.54021748132355
CUS_0xa465,Angelaj,32,762-10-5895,Engineer,7235378.0_,7,3,7,1.0,Standard,1408.75,68960.0
CUS_0xa57b,Temple-Westi,28,872-67-1118,Teacher,20616.63,6,6,15,10.0,Bad,3389.04,70.5729572431843
CUS_0x268d,Mikei,29,155-62-2004,Architect,32842.44,5,3,5,3.0,Standard,1399.25,48.04155062934953
CUS_0xbef3,Abboudq,22,239-39-4735,Manager,9155.455,6,7,24,11.0,Bad,3914.45,24.300245768929734
CUS_0x5d1a,Mattd,30,825-11-2838,Architect,40115.26,8,4,4172,8.0,Standard,28.98,82.27202771288184
CUS_0x51c0,Yoox,32,591-34-8676,Mechanic,14834.98,746,5,17,6.0,Bad,4183.81,55.2147458952452
CUS_0x3db1,Timz,43,091-80-2935,Journalist,35871.7,3,6,6,0.0,Good,176.96,24.5746424611922
CUS_0x8c39,env,35,947-41-5130,Entrepreneur,58955.56,4,6,34,6.0,Standard,2270.02,160.53930016722137
CUS_0x17c4,eyy,27,556-40-1723,Teacher,16962.91,10,10,17,6.0,Bad,3782.93,69.58624680560709
CUS_0x9469,Mutikanix,26,517-43-4607,Accountant,28582.04,2,5,10,0.0,Good,299.8,41.46045537642983
